"WorkID","CardName","CardNumber","Date","ProjectSeries","Medium","RarityOrCardType","PrintedSetNumber","FileName","LocalImagePath","ImageExists","DetailPage","SourceImageURL"
"RE-011617","Elated Xtra Terrestrial","61","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 61 - Elated Xtra Terrestrial.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 61 - Elated Xtra Terrestrial.jpg","True","cards/RE-011617.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2061%20-%20Elated%20Xtra%20Terrestrial.jpg"
"RE-011618","Grift Drifter","62","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 62 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 62 - Grift Drifter.jpg","True","cards/RE-011618.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2062%20-%20Grift%20Drifter.jpg"
"RE-011619","Grift Drifter","63","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 63 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 63 - Grift Drifter.jpg","True","cards/RE-011619.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2063%20-%20Grift%20Drifter.jpg"
"RE-011620","Grift Drifter","64","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 64 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 64 - Grift Drifter.jpg","True","cards/RE-011620.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2064%20-%20Grift%20Drifter.jpg"
"RE-011621","Grift Drifter","65","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 65 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 65 - Grift Drifter.jpg","True","cards/RE-011621.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2065%20-%20Grift%20Drifter.jpg"
"RE-011622","Grift Drifter","66","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 66 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 66 - Grift Drifter.jpg","True","cards/RE-011622.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2066%20-%20Grift%20Drifter.jpg"
"RE-011623","Grift Drifter","67","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 67 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 67 - Grift Drifter.jpg","True","cards/RE-011623.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2067%20-%20Grift%20Drifter.jpg"
"RE-011624","Grift Drifter","68","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 68 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 68 - Grift Drifter.jpg","True","cards/RE-011624.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2068%20-%20Grift%20Drifter.jpg"
"RE-011625","Grift Drifter","69","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 69 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 69 - Grift Drifter.jpg","True","cards/RE-011625.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2069%20-%20Grift%20Drifter.jpg"
"RE-011626","Grift Drifter","70","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 70 - Grift Drifter.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 70 - Grift Drifter.jpg","True","cards/RE-011626.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2070%20-%20Grift%20Drifter.jpg"
"RE-011627","Remora Rabbbit","71","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 71 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 71 - Remora Rabbbit.jpg","True","cards/RE-011627.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2071%20-%20Remora%20Rabbbit.jpg"
"RE-011628","Remora Rabbbit","72","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 72 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 72 - Remora Rabbbit.jpg","True","cards/RE-011628.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2072%20-%20Remora%20Rabbbit.jpg"
"RE-011629","Remora Rabbbit","73","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 73 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 73 - Remora Rabbbit.jpg","True","cards/RE-011629.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2073%20-%20Remora%20Rabbbit.jpg"
"RE-011630","Remora Rabbbit","74","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 74 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 74 - Remora Rabbbit.jpg","True","cards/RE-011630.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2074%20-%20Remora%20Rabbbit.jpg"
"RE-011631","Remora Rabbbit","75","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 75 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 75 - Remora Rabbbit.jpg","True","cards/RE-011631.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2075%20-%20Remora%20Rabbbit.jpg"
"RE-011632","Remora Rabbbit","76","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 76 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 76 - Remora Rabbbit.jpg","True","cards/RE-011632.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2076%20-%20Remora%20Rabbbit.jpg"
"RE-011633","Remora Rabbbit","77","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 77 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 77 - Remora Rabbbit.jpg","True","cards/RE-011633.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2077%20-%20Remora%20Rabbbit.jpg"
"RE-011634","Remora Rabbbit","78","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 78 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 78 - Remora Rabbbit.jpg","True","cards/RE-011634.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2078%20-%20Remora%20Rabbbit.jpg"
"RE-011635","Remora Rabbbit","79","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 79 - Remora Rabbbit.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 79 - Remora Rabbbit.jpg","True","cards/RE-011635.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2079%20-%20Remora%20Rabbbit.jpg"
"RE-011636","Zerk Zuckzurd","80","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 80 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 80 - Zerk Zuckzurd.jpg","True","cards/RE-011636.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2080%20-%20Zerk%20Zuckzurd.jpg"
"RE-011637","Zerk Zuckzurd","81","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 81 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 81 - Zerk Zuckzurd.jpg","True","cards/RE-011637.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2081%20-%20Zerk%20Zuckzurd.jpg"
"RE-011638","Zerk Zuckzurd","82","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 82 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 82 - Zerk Zuckzurd.jpg","True","cards/RE-011638.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2082%20-%20Zerk%20Zuckzurd.jpg"
"RE-011639","Zerk Zuckzurd","83","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 83 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 83 - Zerk Zuckzurd.jpg","True","cards/RE-011639.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2083%20-%20Zerk%20Zuckzurd.jpg"
"RE-011640","Zerk Zuckzurd","84","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 84 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 84 - Zerk Zuckzurd.jpg","True","cards/RE-011640.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2084%20-%20Zerk%20Zuckzurd.jpg"
"RE-011641","Zerk Zuckzurd","85","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 85 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 85 - Zerk Zuckzurd.jpg","True","cards/RE-011641.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2085%20-%20Zerk%20Zuckzurd.jpg"
"RE-011642","Zerk Zuckzurd","86","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 86 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 86 - Zerk Zuckzurd.jpg","True","cards/RE-011642.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2086%20-%20Zerk%20Zuckzurd.jpg"
"RE-011643","Zerk Zuckzurd","87","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 87 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 87 - Zerk Zuckzurd.jpg","True","cards/RE-011643.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2087%20-%20Zerk%20Zuckzurd.jpg"
"RE-011644","Zerk Zuckzurd","88","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 88 - Zerk Zuckzurd.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 88 - Zerk Zuckzurd.jpg","True","cards/RE-011644.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2088%20-%20Zerk%20Zuckzurd.jpg"
"RE-011645","Fuelatron Jellybone","89","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/10","Area 54 Cards - 89 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 89 - Fuelatron Jellybone.jpg","True","cards/RE-011645.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2089%20-%20Fuelatron%20Jellybone.jpg"
"RE-011646","Fuelatron Jellybone","90","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/10","Area 54 Cards - 90 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 90 - Fuelatron Jellybone.jpg","True","cards/RE-011646.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2090%20-%20Fuelatron%20Jellybone.jpg"
"RE-011647","Fuelatron Jellybone","91","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/10","Area 54 Cards - 91 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 91 - Fuelatron Jellybone.jpg","True","cards/RE-011647.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2091%20-%20Fuelatron%20Jellybone.jpg"
"RE-011648","Fuelatron Jellybone","92","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/10","Area 54 Cards - 92 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 92 - Fuelatron Jellybone.jpg","True","cards/RE-011648.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2092%20-%20Fuelatron%20Jellybone.jpg"
"RE-011649","Fuelatron Jellybone","93","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","5/10","Area 54 Cards - 93 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 93 - Fuelatron Jellybone.jpg","True","cards/RE-011649.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2093%20-%20Fuelatron%20Jellybone.jpg"
"RE-011650","Fuelatron Jellybone","94","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/10","Area 54 Cards - 94 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 94 - Fuelatron Jellybone.jpg","True","cards/RE-011650.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2094%20-%20Fuelatron%20Jellybone.jpg"
"RE-011651","Fuelatron Jellybone","95","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/10","Area 54 Cards - 95 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 95 - Fuelatron Jellybone.jpg","True","cards/RE-011651.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2095%20-%20Fuelatron%20Jellybone.jpg"
"RE-011652","Fuelatron Jellybone","96","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/10","Area 54 Cards - 96 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 96 - Fuelatron Jellybone.jpg","True","cards/RE-011652.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2096%20-%20Fuelatron%20Jellybone.jpg"
"RE-011653","Fuelatron Jellybone","97","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","9/10","Area 54 Cards - 97 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 97 - Fuelatron Jellybone.jpg","True","cards/RE-011653.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2097%20-%20Fuelatron%20Jellybone.jpg"
"RE-011654","Fuelatron Jellybone","98","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","10/10","Area 54 Cards - 98 - Fuelatron Jellybone.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 98 - Fuelatron Jellybone.jpg","True","cards/RE-011654.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2098%20-%20Fuelatron%20Jellybone.jpg"
"RE-011655","Cosmo Titian","99","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/13","Area 54 Cards - 99 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 99 - Cosmo Titian.jpg","True","cards/RE-011655.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%2099%20-%20Cosmo%20Titian.jpg"
"RE-011656","Cosmo Titian","100","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/13","Area 54 Cards - 100 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 100 - Cosmo Titian.jpg","True","cards/RE-011656.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20100%20-%20Cosmo%20Titian.jpg"
